id,size,puzzle,solution,created_at
lgp-test-6x5-7,6*5,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Arnold`, `Peter`, `Eric`, `Alice`, `Carol`
 - People have unique favorite music genres: `jazz`, `rock`, `pop`, `hip hop`, `classical`, `country`
 - Each person has a unique birthday month: `april`, `feb`, `jan`, `mar`, `sept`, `may`
 - Each person has a unique favorite drink: `root beer`, `coffee`, `tea`, `boba tea`, `water`, `milk`
 - Each person has an occupation: `nurse`, `doctor`, `teacher`, `lawyer`, `artist`, `engineer`

## Clues:
1. The person who loves pop music is not in the fourth house.
2. The boba tea drinker is the person whose birthday is in April.
3. The person whose birthday is in January is somewhere to the right of the person whose birthday is in May.
4. Arnold is not in the third house.
5. Eric is in the first house.
6. Carol is the person who loves jazz music.
7. The person who loves classical music is directly left of the root beer lover.
8. The person who loves country music is somewhere to the left of the person who is a teacher.
9. The person who is a teacher is somewhere to the left of the person who is a nurse.
10. The person who is a doctor is somewhere to the left of the person who is a teacher.
11. The root beer lover is the person who loves hip-hop music.
12. Arnold is the person who is a lawyer.
13. Carol is not in the fourth house.
14. The person who is an artist is somewhere to the left of the person who loves pop music.
15. The person whose birthday is in April is Bob.
16. The person who likes milk is not in the second house.
17. The one who only drinks water is somewhere to the right of the person whose birthday is in March.
18. The tea drinker is the person whose birthday is in September.
19. The person whose birthday is in January is the person who loves pop music.
20. The person who loves jazz music is directly left of the person who loves rock music.
21. Alice is the person who is a nurse.
22. The tea drinker is not in the sixth house.
23. The person who is a doctor is the root beer lover.
",[object Object],2024-07-03T21:21:29.210591
lgp-test-5x3-19,5*3,"There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Eric`, `Bob`, `Peter`, `Arnold`
 - People have unique favorite book genres: `fantasy`, `romance`, `mystery`, `science fiction`, `biography`
 - Each person has a unique level of education: `bachelor`, `master`, `high school`, `doctorate`, `associate`

## Clues:
1. The person who loves fantasy books is Alice.
2. Bob is directly left of the person with a bachelor's degree.
3. The person with a high school diploma is the person who loves science fiction books.
4. The person with an associate's degree is Bob.
5. The person who loves fantasy books is somewhere to the right of the person with a master's degree.
6. Arnold is the person with a high school diploma.
7. Eric is not in the second house.
8. The person who loves biography books is the person with a doctorate.
9. The person who loves science fiction books is in the third house.
10. The person who loves mystery books is not in the first house.
11. The person with a master's degree is somewhere to the left of the person with a doctorate.
",[object Object],2024-07-03T21:21:29.208581
lgp-test-5x2-36,5*2,"There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Eric`, `Alice`, `Peter`, `Arnold`
 - People have unique favorite music genres: `classical`, `jazz`, `rock`, `pop`, `hip hop`

## Clues:
1. The person who loves hip-hop music is directly left of Arnold.
2. Bob is directly left of the person who loves jazz music.
3. Eric is directly left of Alice.
4. The person who loves classical music is Eric.
5. Arnold is the person who loves pop music.
6. The person who loves rock music is not in the first house.
",[object Object],2024-07-03T21:21:29.208423
lgp-test-2x4-18,2*4,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - Each person has a favorite color: `red`, `yellow`
 - People have unique heights: `very short`, `short`
 - Each person lives in a unique style of house: `victorian`, `colonial`

## Clues:
1. The person residing in a Victorian house is directly left of the person whose favorite color is red.
2. Arnold is the person who loves yellow.
3. The person who is short is the person living in a colonial-style house.
",[object Object],2024-07-03T21:21:29.204965
lgp-test-3x5-17,3*5,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`
 - People use unique phone models: `iphone 13`, `samsung galaxy s21`, `google pixel 6`
 - People have unique heights: `very short`, `average`, `short`
 - Each person lives in a unique style of house: `colonial`, `ranch`, `victorian`
 - People own unique car models: `tesla model 3`, `toyota camry`, `ford f150`

## Clues:
1. Peter is somewhere to the right of Eric.
2. The person living in a colonial-style house is in the second house.
3. The person who owns a Tesla Model 3 is the person who is very short.
4. The person who is short is directly left of the person who uses a Samsung Galaxy S21.
5. The person who uses an iPhone 13 is directly left of the person who uses a Google Pixel 6.
6. The person living in a colonial-style house is somewhere to the right of the person in a ranch-style home.
7. Arnold is in the second house.
8. The person who owns a Ford F-150 is somewhere to the right of the person who owns a Toyota Camry.
9. The person who has an average height is in the first house.
",[object Object],2024-07-03T21:21:29.206370
lgp-test-2x2-12,2*2,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - The people are of nationalities: `brit`, `dane`

## Clues:
1. The British person is somewhere to the left of the Dane.
2. Eric is not in the second house.
",[object Object],2024-07-03T21:21:29.204504
lgp-test-5x4-4,5*4,"There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Peter`, `Eric`, `Alice`, `Arnold`
 - Everyone has a favorite smoothie: `cherry`, `watermelon`, `lime`, `desert`, `dragonfruit`
 - Each person has a unique hobby: `gardening`, `photography`, `painting`, `knitting`, `cooking`
 - Each person has a unique type of pet: `cat`, `fish`, `hamster`, `dog`, `bird`

## Clues:
1. Bob is somewhere to the right of the photography enthusiast.
2. Alice is somewhere to the left of the person who loves cooking.
3. The person who paints as a hobby is the person with a pet hamster.
4. The person with an aquarium of fish is the person who enjoys knitting.
5. The person who likes Cherry smoothies is somewhere to the right of the Watermelon smoothie lover.
6. The person who keeps a pet bird is the person who drinks Lime smoothies.
7. The photography enthusiast and the person who owns a dog are next to each other.
8. There are two houses between the person with an aquarium of fish and the Desert smoothie lover.
9. Alice is the person who owns a dog.
10. The person who enjoys knitting is not in the fourth house.
11. Eric is somewhere to the right of Peter.
12. The Dragonfruit smoothie lover is in the second house.
13. Arnold is the person who drinks Lime smoothies.
14. The photography enthusiast is the Dragonfruit smoothie lover.
",[object Object],2024-07-03T21:21:29.208751
lgp-test-2x4-36,2*4,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - People have unique favorite book genres: `science fiction`, `mystery`
 - Each person has a unique birthday month: `april`, `sept`
 - The people keep unique animals: `horse`, `cat`

## Clues:
1. Eric is in the first house.
2. Eric is the person whose birthday is in September.
3. The person who loves science fiction books is in the second house.
4. The person who keeps horses is the person whose birthday is in September.
",[object Object],2024-07-03T21:21:29.205063
lgp-test-4x3-6,4*3,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Alice`, `Peter`, `Arnold`
 - People have unique hair colors: `black`, `blonde`, `brown`, `red`
 - People own unique car models: `tesla model 3`, `ford f150`, `honda civic`, `toyota camry`

## Clues:
1. Eric is somewhere to the right of Alice.
2. The person who has red hair is somewhere to the right of Eric.
3. Alice is not in the second house.
4. The person who owns a Honda Civic is somewhere to the left of the person who has brown hair.
5. The person who has red hair is in the fourth house.
6. The person who has blonde hair is the person who owns a Tesla Model 3.
7. Arnold is not in the second house.
8. Arnold is not in the fourth house.
9. The person who owns a Ford F-150 is in the second house.
",[object Object],2024-07-03T21:21:29.207082
lgp-test-4x2-7,4*2,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Alice`, `Peter`
 - People have unique heights: `tall`, `short`, `average`, `very short`

## Clues:
1. Alice is somewhere to the left of the person who is very short.
2. The person who is tall is somewhere to the right of the person who has an average height.
3. The person who has an average height is Eric.
4. Peter is not in the fourth house.
5. There is one house between the person who is short and Peter.
6. The person who is very short is not in the third house.
",[object Object],2024-07-03T21:21:29.206856
lgp-test-6x2-15,6*2,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Bob`, `Carol`, `Alice`, `Peter`, `Arnold`
 - Each person lives in a unique style of house: `victorian`, `colonial`, `craftsman`, `ranch`, `mediterranean`, `modern`

## Clues:
1. There is one house between the person in a modern-style house and the person in a Craftsman-style house.
2. The person living in a colonial-style house is Arnold.
3. Peter is somewhere to the left of the person in a Craftsman-style house.
4. The person in a ranch-style home is not in the fourth house.
5. Alice is in the sixth house.
6. There are two houses between the person in a modern-style house and Alice.
7. There is one house between the person residing in a Victorian house and Eric.
8. The person residing in a Victorian house is somewhere to the left of Eric.
9. There is one house between Peter and Bob.
",[object Object],2024-07-03T21:21:29.209781
lgp-test-3x4-32,3*4,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`
 - Each person has a unique favorite drink: `water`, `tea`, `milk`
 - People use unique phone models: `iphone 13`, `samsung galaxy s21`, `google pixel 6`
 - Each person has a unique birthday month: `april`, `jan`, `sept`

## Clues:
1. The person who uses an iPhone 13 is Peter.
2. The tea drinker is somewhere to the right of Eric.
3. The person whose birthday is in April is not in the third house.
4. The person whose birthday is in January is directly left of the person who likes milk.
5. The person who uses a Samsung Galaxy S21 and the person who uses an iPhone 13 are next to each other.
6. The person whose birthday is in September is Peter.
7. Eric is directly left of the person who uses an iPhone 13.
",[object Object],2024-07-03T21:21:29.206217
lgp-test-3x5-38,3*5,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`
 - Each person prefers a unique type of vacation: `beach`, `mountain`, `city`
 - Everyone has a unique favorite cigar: `prince`, `pall mall`, `blue master`
 - Everyone has something unique for lunch: `grilled cheese`, `spaghetti`, `pizza`
 - The people keep unique animals: `bird`, `cat`, `horse`

## Clues:
1. The bird keeper is not in the second house.
2. The person who loves beach vacations is somewhere to the left of Arnold.
3. The bird keeper and the person who keeps horses are next to each other.
4. The bird keeper is not in the third house.
5. The person who is a pizza lover is not in the second house.
6. The person who prefers city breaks is the bird keeper.
7. The person who smokes Blue Master is not in the second house.
8. The person who loves the spaghetti eater is in the third house.
9. Eric is the person who smokes Blue Master.
10. The person who loves eating grilled cheese is directly left of the Prince smoker.
",[object Object],2024-07-03T21:21:29.206503
lgp-test-4x3-31,4*3,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Arnold`, `Peter`, `Eric`
 - Each person has a unique favorite drink: `milk`, `water`, `coffee`, `tea`
 - People use unique phone models: `iphone 13`, `oneplus 9`, `samsung galaxy s21`, `google pixel 6`

## Clues:
1. Eric is somewhere to the right of Peter.
2. The coffee drinker and the one who only drinks water are next to each other.
3. The person who uses a Google Pixel 6 is the coffee drinker.
4. The tea drinker is in the second house.
5. Arnold is in the third house.
6. The person who likes milk and the person who uses an iPhone 13 are next to each other.
7. The one who only drinks water is Alice.
8. The one who only drinks water is the person who uses a OnePlus 9.
",[object Object],2024-07-03T21:21:29.207234
lgp-test-3x2-4,3*2,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Eric`, `Arnold`
 - People own unique car models: `tesla model 3`, `ford f150`, `toyota camry`

## Clues:
1. Arnold is not in the third house.
2. Peter is not in the first house.
3. The person who owns a Ford F-150 is directly left of the person who owns a Tesla Model 3.
4. Arnold is not in the first house.
5. The person who owns a Toyota Camry and the person who owns a Ford F-150 are next to each other.
",[object Object],2024-07-03T21:21:29.205580
lgp-test-3x2-27,3*2,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`
 - Each person lives in a unique style of house: `victorian`, `colonial`, `ranch`

## Clues:
1. Arnold is the person living in a colonial-style house.
2. The person residing in a Victorian house is not in the first house.
3. Arnold and Eric are next to each other.
4. The person living in a colonial-style house is directly left of the person in a ranch-style home.
",[object Object],2024-07-03T21:21:29.205701
lgp-test-4x4-1,4*4,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Arnold`, `Peter`, `Eric`
 - Each person lives in a unique style of house: `victorian`, `craftsman`, `ranch`, `colonial`
 - The people keep unique animals: `fish`, `cat`, `horse`, `bird`
 - Each person has a unique hobby: `cooking`, `painting`, `gardening`, `photography`

## Clues:
1. The person who loves cooking is in the second house.
2. The fish enthusiast is not in the first house.
3. Alice is in the second house.
4. The cat lover is the person residing in a Victorian house.
5. The person who enjoys gardening is the person residing in a Victorian house.
6. The person in a ranch-style home is not in the first house.
7. The person who keeps horses is somewhere to the right of the person residing in a Victorian house.
8. Peter is somewhere to the left of the person who paints as a hobby.
9. The person in a Craftsman-style house is Eric.
10. The person residing in a Victorian house is in the third house.
11. Peter is directly left of the person living in a colonial-style house.
",[object Object],2024-07-03T21:21:29.207295
lgp-test-2x2-39,2*2,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Each person prefers a unique type of vacation: `beach`, `mountain`

## Clues:
1. Arnold is the person who enjoys mountain retreats.
2. Arnold is in the first house.
",[object Object],2024-07-03T21:21:29.204667
lgp-test-3x6-31,3*6,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Peter`, `Arnold`
 - Each person has a unique favorite drink: `milk`, `water`, `tea`
 - Each person prefers a unique type of vacation: `mountain`, `city`, `beach`
 - Each person lives in a unique style of house: `colonial`, `victorian`, `ranch`
 - The people keep unique animals: `cat`, `bird`, `horse`
 - Each person has a unique birthday month: `jan`, `sept`, `april`

## Clues:
1. The person living in a colonial-style house is somewhere to the left of the person who likes milk.
2. The person who prefers city breaks is directly left of the person residing in a Victorian house.
3. The person whose birthday is in January is directly left of the cat lover.
4. The one who only drinks water is the person who enjoys mountain retreats.
5. The person who keeps horses is Peter.
6. The person residing in a Victorian house is somewhere to the right of the person who loves beach vacations.
7. Peter is the person who prefers city breaks.
8. The person who enjoys mountain retreats is the person whose birthday is in April.
9. Eric is the one who only drinks water.
",[object Object],2024-07-03T21:21:29.206726
lgp-test-2x4-30,2*4,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - People have unique hair colors: `black`, `brown`
 - People have unique favorite sports: `basketball`, `soccer`
 - Everyone has a favorite smoothie: `desert`, `cherry`

## Clues:
1. The Desert smoothie lover is Arnold.
2. The person who has brown hair is the person who loves basketball.
3. Arnold is somewhere to the left of the person who has black hair.
",[object Object],2024-07-03T21:21:29.205028
lgp-test-6x2-32,6*2,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Bob`, `Peter`, `Carol`, `Arnold`, `Alice`
 - Each person lives in a unique style of house: `victorian`, `mediterranean`, `modern`, `craftsman`, `ranch`, `colonial`

## Clues:
1. The person in a ranch-style home is in the third house.
2. Alice is in the fifth house.
3. Arnold is the person in a Craftsman-style house.
4. Bob is somewhere to the right of the person residing in a Victorian house.
5. Eric is not in the second house.
6. Eric is not in the fourth house.
7. The person in a modern-style house is directly left of Bob.
8. Alice is somewhere to the left of the person in a Craftsman-style house.
9. The person in a Mediterranean-style villa is Alice.
10. Carol is not in the fourth house.
",[object Object],2024-07-03T21:21:29.209889
lgp-test-6x2-12,6*2,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`, `Bob`, `Alice`, `Carol`, `Peter`
 - Each person has a unique birthday month: `may`, `april`, `sept`, `mar`, `feb`, `jan`

## Clues:
1. Arnold is in the first house.
2. There is one house between Carol and Alice.
3. The person whose birthday is in September is in the fourth house.
4. Carol is the person whose birthday is in September.
5. The person whose birthday is in March and the person whose birthday is in September are next to each other.
6. The person whose birthday is in February is in the fifth house.
7. The person whose birthday is in January is Eric.
8. Bob is not in the fifth house.
9. The person whose birthday is in May is somewhere to the right of the person whose birthday is in February.
",[object Object],2024-07-03T21:21:29.209761
lgp-test-6x6-2,6*6,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Carol`, `Alice`, `Eric`, `Peter`, `Arnold`, `Bob`
 - The mothers' names in different houses are unique: `Penny`, `Janelle`, `Aniya`, `Sarah`, `Holly`, `Kailyn`
 - Everyone has a unique favorite cigar: `blends`, `dunhill`, `blue master`, `prince`, `yellow monster`, `pall mall`
 - Each person has a unique type of pet: `cat`, `dog`, `rabbit`, `hamster`, `bird`, `fish`
 - The people keep unique animals: `bird`, `horse`, `cat`, `rabbit`, `dog`, `fish`
 - Everyone has a favorite smoothie: `desert`, `watermelon`, `lime`, `cherry`, `blueberry`, `dragonfruit`

## Clues:
1. The dog owner is not in the third house.
2. The fish enthusiast is not in the fourth house.
3. The person who owns a dog is Eric.
4. The cat lover is not in the second house.
5. The person who smokes Blue Master is somewhere to the right of The person whose mother's name is Sarah.
6. The cat lover is not in the fourth house.
7. There are two houses between Carol and the person who owns a rabbit.
8. The person whose mother's name is Penny is the person with a pet hamster.
9. The person whose mother's name is Kailyn is somewhere to the right of the person with a pet hamster.
10. The dog owner and the person who drinks Lime smoothies are next to each other.
11. The Prince smoker is somewhere to the right of The person whose mother's name is Janelle.
12. There is one house between The person whose mother's name is Penny and Bob.
13. There are two houses between the person partial to Pall Mall and The person whose mother's name is Penny.
14. Peter is somewhere to the left of the person who drinks Lime smoothies.
15. The bird keeper is the Watermelon smoothie lover.
16. The person with a pet hamster is the Prince smoker.
17. The person who smokes Yellow Monster is the person who drinks Lime smoothies.
18. The person whose mother's name is Sarah is the person who smokes Yellow Monster.
19. The Dunhill smoker is somewhere to the left of the Watermelon smoothie lover.
20. The person whose mother's name is Holly is directly left of the person who owns a dog.
21. The bird keeper is The person whose mother's name is Kailyn.
22. The person whose mother's name is Sarah is not in the third house.
23. The person who smokes many unique blends is the rabbit owner.
24. The person who has a cat is somewhere to the right of the person with an aquarium of fish.
25. The person who smokes Yellow Monster is Eric.
26. The person who keeps a pet bird is the Desert smoothie lover.
27. Alice is The person whose mother's name is Kailyn.
28. The Dragonfruit smoothie lover is Carol.
29. The person who keeps horses is the person who likes Cherry smoothies.
",[object Object],2024-07-03T21:21:29.210890
lgp-test-4x2-21,4*2,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Alice`, `Peter`
 - Each person lives in a unique style of house: `craftsman`, `colonial`, `ranch`, `victorian`

## Clues:
1. Alice is in the second house.
2. The person residing in a Victorian house is directly left of Peter.
3. Peter is somewhere to the right of the person in a ranch-style home.
4. Arnold is somewhere to the right of the person in a Craftsman-style house.
5. The person in a Craftsman-style house is Alice.
",[object Object],2024-07-03T21:21:29.206936
lgp-test-3x5-20,3*5,"There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`
 - Each mother is accompanied by their child: `Meredith`, `Fred`, `Bella`
 - Everyone has a favorite smoothie: `watermelon`, `cherry`, `desert`
 - Each person prefers a unique type of vacation: `mountain`, `city`, `beach`
 - Each person has a favorite color: `white`, `red`, `yellow`

## Clues:
1. There is one house between the person's child is named Bella and the person's child is named Meredith.
2. The person who likes Cherry smoothies is the person who loves beach vacations.
3. The person who prefers city breaks is Arnold.
4. The person whose favorite color is red is the person's child is named Fred.
5. The person's child is named Fred is the Watermelon smoothie lover.
6. Eric is not in the first house.
7. The person's child is named Meredith is the person who loves white.
8. The person who loves white is the Desert smoothie lover.
9. The Desert smoothie lover is Eric.
",[object Object],2024-07-03T21:21:29.206389
lgp-test-2x6-23,2*6,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - People use unique phone models: `samsung galaxy s21`, `iphone 13`
 - Each person prefers a unique type of vacation: `mountain`, `beach`
 - Everyone has something unique for lunch: `pizza`, `grilled cheese`
 - The people are of nationalities: `dane`, `brit`
 - People own unique car models: `tesla model 3`, `ford f150`

## Clues:
1. The person who uses a Samsung Galaxy S21 is the person who owns a Tesla Model 3.
2. The person who enjoys mountain retreats is in the second house.
3. The person who loves beach vacations is the person who uses a Samsung Galaxy S21.
4. The person who uses an iPhone 13 is the person who loves eating grilled cheese.
5. The person who loves beach vacations is Arnold.
6. The British person is in the first house.
",[object Object],2024-07-03T21:21:29.205466
lgp-test-6x6-37,6*6,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Peter`, `Eric`, `Arnold`, `Carol`, `Bob`
 - People have unique heights: `very short`, `very tall`, `short`, `super tall`, `tall`, `average`
 - Everyone has something unique for lunch: `grilled cheese`, `stir fry`, `pizza`, `spaghetti`, `soup`, `stew`
 - The mothers' names in different houses are unique: `Holly`, `Janelle`, `Penny`, `Aniya`, `Kailyn`, `Sarah`
 - Each person has a unique favorite drink: `tea`, `water`, `milk`, `coffee`, `boba tea`, `root beer`
 - Each person has a unique type of pet: `rabbit`, `fish`, `bird`, `hamster`, `cat`, `dog`

## Clues:
1. Arnold is the person who loves the stew.
2. The person who owns a dog is directly left of the person who has a cat.
3. The person whose mother's name is Holly is in the sixth house.
4. The tea drinker is somewhere to the left of the boba tea drinker.
5. The tea drinker is in the second house.
6. The person who is very tall is Bob.
7. The person who has a cat is The person whose mother's name is Penny.
8. The person who is very short is directly left of Alice.
9. Carol is the person who is a pizza lover.
10. The person who has an average height is not in the sixth house.
11. The person who loves stir fry is Bob.
12. The person with a pet hamster is not in the third house.
13. The person whose mother's name is Janelle is somewhere to the left of the person with a pet hamster.
14. Eric is the person who loves the soup.
15. The person whose mother's name is Kailyn is directly left of the person who keeps a pet bird.
16. The one who only drinks water is somewhere to the right of the person who likes milk.
17. The person who owns a rabbit is the person who loves the stew.
18. The person who is tall is The person whose mother's name is Aniya.
19. The person who is very short is somewhere to the left of the person who likes milk.
20. The person who is tall is not in the fifth house.
21. The person who is very short is in the second house.
22. The person who loves the stew is the root beer lover.
23. The person whose mother's name is Kailyn is the boba tea drinker.
24. The person who is tall is not in the fourth house.
25. The person who is super tall is directly left of the person who loves eating grilled cheese.
26. Carol is directly left of the root beer lover.
",[object Object],2024-07-03T21:21:29.211173
lgp-test-4x2-22,4*2,"There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`, `Alice`
 - Each person has a unique type of pet: `fish`, `cat`, `dog`, `bird`

## Clues:
1. The person who has a cat is somewhere to the left of Alice.
2. The person who owns a dog is Alice.
3. The person who keeps a pet bird is in the fourth house.
4. The person who has a cat is directly left of Peter.
5. Arnold is in the fourth house.
",[object Object],2024-07-03T21:21:29.206943
lgp-test-2x6-21,2*6,"There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Eric`
 - Each person has an occupation: `doctor`, `engineer`
 - Each person has a unique type of pet: `cat`, `dog`
 - People have unique hair colors: `black`, `brown`
 - Everyone has something unique for lunch: `pizza`, `grilled cheese`
 - The people are of nationalities: `brit`, `dane`

## Clues:
1. The Dane is somewhere to the left of the person who has black hair.
2. The person who is a doctor is Eric.
3. The person who is a pizza lover is in the second house.
4. Arnold is directly left of the person who has a cat.
",[object Object],2024-07-03T21:21:29.205454
lgp-test-6x4-24,6*4,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Carol`, `Alice`, `Bob`, `Peter`, `Arnold`
 - Each person prefers a unique type of vacation: `cultural`, `city`, `cruise`, `mountain`, `camping`, `beach`
 - Everyone has a favorite smoothie: `blueberry`, `watermelon`, `lime`, `desert`, `dragonfruit`, `cherry`
 - People have unique favorite book genres: `fantasy`, `mystery`, `science fiction`, `biography`, `historical fiction`, `romance`

## Clues:
1. The person who loves science fiction books is the person who enjoys camping trips.
2. Arnold is not in the fifth house.
3. The person who loves fantasy books is Peter.
4. The Dragonfruit smoothie lover is the person who loves beach vacations.
5. Alice is somewhere to the left of Eric.
6. The person who drinks Blueberry smoothies is somewhere to the left of the person who enjoys mountain retreats.
7. The person who likes Cherry smoothies is in the fifth house.
8. The person who loves fantasy books is the person who prefers city breaks.
9. There is one house between Peter and the person who loves mystery books.
10. There is one house between the Dragonfruit smoothie lover and the person who drinks Lime smoothies.
11. The person who likes Cherry smoothies is directly left of the person who loves romance books.
12. The person who loves science fiction books is directly left of Eric.
13. The person who loves mystery books is somewhere to the left of Carol.
14. Carol is somewhere to the right of the person who enjoys mountain retreats.
15. The person who likes going on cruises is the person who likes Cherry smoothies.
16. Eric is the person who loves historical fiction books.
17. The person who prefers city breaks is the Desert smoothie lover.
18. The Desert smoothie lover is somewhere to the right of the Dragonfruit smoothie lover.
",[object Object],2024-07-03T21:21:29.210423
lgp-test-6x3-21,6*3,"There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Alice`, `Eric`, `Peter`, `Bob`, `Carol`
 - People own unique car models: `chevrolet silverado`, `honda civic`, `ford f150`, `bmw 3 series`, `toyota camry`, `tesla model 3`
 - Each mother is accompanied by their child: `Samantha`, `Timothy`, `Fred`, `Bella`, `Meredith`, `Alice`

## Clues:
1. Arnold is in the first house.
2. The person's child is named Meredith is the person who owns a Ford F-150.
3. The person who owns a Ford F-150 is in the fifth house.
4. Peter is the person's child is named Bella.
5. The person's child is named Fred is Bob.
6. Carol is in the sixth house.
7. There is one house between the person who owns a Toyota Camry and the person's child is named Samantha.
8. There is one house between Bob and Alice.
9. The person's child is named Fred is somewhere to the left of the person's child is named Alice.
10. Arnold is the person who owns a Honda Civic.
11. There are two houses between the person who owns a Tesla Model 3 and the person's child is named Samantha.
12. The person who is the mother of Timothy is in the first house.
13. The person's child is named Fred is in the third house.
14. The person who owns a BMW 3 Series is somewhere to the left of Carol.
",[object Object],2024-07-03T21:21:29.210122
