"id","puzzle","question","choices","answer","created_at"
"lgp-test-5x4-33#mc-2","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Alice`, `Bob`, `Eric`, `Arnold`
 - They all have a unique favorite flower: `lilies`, `carnations`, `daffodils`, `roses`, `tulips`
 - People have unique favorite sports: `swimming`, `soccer`, `tennis`, `basketball`, `baseball`
 - The mothers' names in different houses are unique: `Aniya`, `Kailyn`, `Janelle`, `Penny`, `Holly`

## Clues:
1. The person whose mother's name is Kailyn is the person who loves basketball.
2. Arnold is somewhere to the left of the person who loves baseball.
3. The person who loves basketball is the person who loves a carnations arrangement.
4. The person who loves the rose bouquet is Bob.
5. The person who loves baseball is The person whose mother's name is Holly.
6. The person whose mother's name is Aniya is directly left of Peter.
7. The person who loves tennis is The person whose mother's name is Janelle.
8. The person who loves the rose bouquet is somewhere to the left of the person who loves swimming.
9. The person who loves a bouquet of daffodils is in the fifth house.
10. The person who loves tennis and the person who loves the boquet of lilies are next to each other.
11. The person who loves the rose bouquet is directly left of Alice.
12. The person who loves basketball is in the second house.
13. There are two houses between Eric and the person who loves baseball.
","What is FavoriteSport of the person who lives in House 1?","['tennis','baseball','basketball','swimming','soccer']","soccer","2024-07-03T21:21:31.347064"
"lgp-test-5x5-36#mc-2","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Peter`, `Bob`, `Eric`, `Arnold`
 - Each person has a unique type of pet: `hamster`, `bird`, `fish`, `cat`, `dog`
 - Each person has an occupation: `doctor`, `engineer`, `lawyer`, `artist`, `teacher`
 - Each person lives in a unique style of house: `colonial`, `modern`, `ranch`, `craftsman`, `victorian`
 - Each person has a unique level of education: `high school`, `bachelor`, `master`, `doctorate`, `associate`

## Clues:
1. There are two houses between the person with a master's degree and the person in a modern-style house.
2. The person with an aquarium of fish is the person who is an artist.
3. The person who has a cat is the person who is an engineer.
4. The person with a bachelor's degree is the person with an aquarium of fish.
5. The person who has a cat is somewhere to the right of the person with an associate's degree.
6. The person with a master's degree is the person who is a lawyer.
7. The person who is a teacher is somewhere to the right of the person who keeps a pet bird.
8. The person with an associate's degree is the person living in a colonial-style house.
9. Peter is the person in a Craftsman-style house.
10. The person residing in a Victorian house is in the second house.
11. The person who is a teacher is Bob.
12. The person with an associate's degree is in the fourth house.
13. The person with a bachelor's degree is somewhere to the right of the person with a high school diploma.
14. There is one house between the person who owns a dog and the person in a ranch-style home.
15. Bob is somewhere to the right of Alice.
16. Eric is the person with a bachelor's degree.
","What is Occupation of the person who lives in House 1?","['artist','doctor','lawyer','teacher','engineer']","doctor","2024-07-03T21:21:31.353644"
"lgp-test-6x6-14#mc-33","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Carol`, `Bob`, `Alice`, `Peter`, `Eric`, `Arnold`
 - Each person has a unique level of education: `master`, `doctorate`, `high school`, `bachelor`, `trade school`, `associate`
 - People have unique favorite book genres: `romance`, `fantasy`, `historical fiction`, `science fiction`, `mystery`, `biography`
 - Each mother is accompanied by their child: `Alice`, `Samantha`, `Timothy`, `Meredith`, `Bella`, `Fred`
 - Everyone has something unique for lunch: `stew`, `soup`, `stir fry`, `spaghetti`, `pizza`, `grilled cheese`
 - People have unique favorite sports: `volleyball`, `basketball`, `tennis`, `baseball`, `swimming`, `soccer`

## Clues:
1. Alice is the person who loves swimming.
2. The person's child is named Alice is directly left of the person who loves historical fiction books.
3. The person who loves the stew is the person who loves historical fiction books.
4. The person with a doctorate is the person who loves the soup.
5. The person who loves science fiction books is in the sixth house.
6. The person who attended trade school is directly left of the person who loves historical fiction books.
7. The person who loves baseball and the person's child is named Bella are next to each other.
8. The person with a master's degree is somewhere to the left of the person who loves mystery books.
9. The person who loves soccer is somewhere to the left of the person who loves fantasy books.
10. The person who loves stir fry is the person with an associate's degree.
11. The person who is a pizza lover is Peter.
12. Bob is not in the sixth house.
13. The person's child is named Meredith is directly left of the person who loves fantasy books.
14. The person's child is named Samantha is Eric.
15. There is one house between the person who loves eating grilled cheese and Bob.
16. The person who loves eating grilled cheese is the person's child is named Samantha.
17. The person who loves volleyball is the person's child is named Samantha.
18. The person's child is named Fred is somewhere to the left of the person's child is named Samantha.
19. Bob is the person who loves tennis.
20. The person who loves soccer is directly left of Carol.
21. The person who loves eating grilled cheese is somewhere to the left of the person who loves mystery books.
22. The person's child is named Meredith is the person who loves biography books.
23. The person's child is named Meredith is the person who loves the soup.
24. Carol is the person with a high school diploma.
","What is Children of the person who lives in House 6?","['Samantha','Alice','Bella','Meredith','Fred','Timothy']","Timothy","2024-07-03T21:21:31.388288"
"lgp-test-3x2-3#mc-3","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`
 - Each person prefers a unique type of vacation: `beach`, `city`, `mountain`

## Clues:
1. Peter is directly left of the person who enjoys mountain retreats.
2. The person who prefers city breaks is Arnold.
3. Eric is in the third house.
","What is Vacation of the person who lives in House 2?","['beach','mountain','city']","beach","2024-07-03T21:21:31.306459"
"lgp-test-6x2-18#mc-9","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Eric`, `Alice`, `Carol`, `Peter`, `Arnold`
 - Each person prefers a unique type of vacation: `city`, `cultural`, `beach`, `camping`, `mountain`, `cruise`

## Clues:
1. The person who prefers city breaks is Arnold.
2. The person who enjoys camping trips is Carol.
3. Bob is not in the sixth house.
4. Eric is the person who enjoys mountain retreats.
5. Alice and Carol are next to each other.
6. Peter is not in the third house.
7. Alice is the person who likes going on cruises.
8. The person who goes on cultural tours is Peter.
9. The person who prefers city breaks is in the fourth house.
10. Peter and Alice are next to each other.
","What is Vacation of the person who lives in House 5?","['cruise','beach','city','camping','mountain','cultural']","beach","2024-07-03T21:21:31.363693"
"lgp-test-3x4-13#mc-7","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`, `Peter`
 - Everyone has something unique for lunch: `grilled cheese`, `pizza`, `spaghetti`
 - People have unique favorite music genres: `pop`, `rock`, `classical`
 - Each person has a unique favorite drink: `water`, `milk`, `tea`

## Clues:
1. The person who loves pop music is directly left of the tea drinker.
2. The person who is a pizza lover is directly left of the person who loves classical music.
3. Eric is the person who loves classical music.
4. Arnold is the person who loves pop music.
5. The person who loves the spaghetti eater is in the third house.
6. The person who likes milk and Arnold are next to each other.
","What is Drink of the person who lives in House 2?","['water','milk','tea']","water","2024-07-03T21:21:31.309981"
"lgp-test-5x6-0#mc-7","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Bob`, `Alice`, `Eric`, `Peter`
 - People have unique favorite sports: `basketball`, `soccer`, `tennis`, `baseball`, `swimming`
 - The people keep unique animals: `dog`, `fish`, `horse`, `bird`, `cat`
 - People use unique phone models: `oneplus 9`, `google pixel 6`, `samsung galaxy s21`, `iphone 13`, `huawei p50`
 - People have unique hair colors: `black`, `red`, `brown`, `blonde`, `gray`
 - Each person lives in a unique style of house: `modern`, `craftsman`, `victorian`, `ranch`, `colonial`

## Clues:
1. The person who has gray hair is the person who loves tennis.
2. The person in a ranch-style home is in the fourth house.
3. The person living in a colonial-style house is the person who loves swimming.
4. The dog owner is somewhere to the right of the person who has gray hair.
5. The fish enthusiast is the person who has gray hair.
6. The person who has black hair is not in the fifth house.
7. The person who uses a Samsung Galaxy S21 is the bird keeper.
8. There is one house between the fish enthusiast and the person who uses a Samsung Galaxy S21.
9. The person residing in a Victorian house is somewhere to the left of the person in a Craftsman-style house.
10. The person who has red hair is not in the fifth house.
11. There is one house between the person who uses a Samsung Galaxy S21 and the person who uses a Huawei P50.
12. The person who uses an iPhone 13 is the person in a Craftsman-style house.
13. Eric is the person who has red hair.
14. The person who has red hair is not in the fourth house.
15. The person who uses a OnePlus 9 is in the first house.
16. The person who loves soccer is the dog owner.
17. The person who keeps horses is Bob.
18. Arnold is the fish enthusiast.
19. The person who loves baseball is Peter.
20. The person who loves soccer is in the fourth house.
21. The person who has blonde hair is directly left of the person who has black hair.
","What is FavoriteSport of the person who lives in House 2?","['tennis','swimming','soccer','baseball','basketball']","basketball","2024-07-03T21:21:31.354294"
"lgp-test-2x4-11#mc-4","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Each person has a unique hobby: `gardening`, `photography`
 - Each person has a unique type of pet: `cat`, `dog`
 - People have unique heights: `short`, `very short`

## Clues:
1. The person who is very short is the photography enthusiast.
2. Eric is the person who is very short.
3. The person who has a cat is somewhere to the right of the person who is very short.
","What is Name of the person who lives in House 2?","['Arnold','Eric']","Arnold","2024-07-03T21:21:31.300877"
"lgp-test-6x4-5#mc-8","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Eric`, `Carol`, `Bob`, `Arnold`, `Peter`
 - People have unique favorite music genres: `hip hop`, `jazz`, `country`, `classical`, `rock`, `pop`
 - People use unique phone models: `iphone 13`, `oneplus 9`, `xiaomi mi 11`, `huawei p50`, `samsung galaxy s21`, `google pixel 6`
 - People have unique favorite book genres: `biography`, `historical fiction`, `fantasy`, `romance`, `science fiction`, `mystery`

## Clues:
1. Arnold is not in the sixth house.
2. There are two houses between the person who loves country music and the person who loves hip-hop music.
3. The person who loves romance books is Carol.
4. The person who loves biography books is somewhere to the left of the person who loves rock music.
5. The person who loves mystery books is somewhere to the right of Peter.
6. The person who loves romance books is the person who loves classical music.
7. The person who loves mystery books is directly left of the person who loves fantasy books.
8. Bob is the person who loves pop music.
9. The person who loves jazz music is somewhere to the left of the person who loves pop music.
10. Arnold is somewhere to the right of the person who loves hip-hop music.
11. The person who loves hip-hop music and the person who uses a OnePlus 9 are next to each other.
12. The person who loves science fiction books is the person who uses a Xiaomi Mi 11.
13. The person who loves classical music is in the second house.
14. The person who uses a Xiaomi Mi 11 is directly left of Eric.
15. The person who loves historical fiction books is somewhere to the left of the person who loves classical music.
16. The person who uses a Huawei P50 is Peter.
17. The person who uses a Samsung Galaxy S21 is in the fourth house.
18. The person who uses a Samsung Galaxy S21 is somewhere to the right of the person who uses an iPhone 13.
","What is Name of the person who lives in House 3?","['Eric','Carol','Bob','Peter','Alice','Arnold']","Alice","2024-07-03T21:21:31.370263"
"lgp-test-3x3-30#mc-5","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`
 - Each mother is accompanied by their child: `Fred`, `Meredith`, `Bella`
 - People own unique car models: `tesla model 3`, `ford f150`, `toyota camry`

## Clues:
1. The person's child is named Bella is somewhere to the right of Arnold.
2. There is one house between Peter and the person who owns a Tesla Model 3.
3. The person's child is named Meredith is directly left of the person's child is named Fred.
4. The person's child is named Fred is somewhere to the right of the person who owns a Toyota Camry.
","What is CarModel of the person who lives in House 2?","['tesla model 3','ford f150','toyota camry']","ford f150","2024-07-03T21:21:31.308806"
"lgp-test-4x6-3#mc-22","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`, `Alice`
 - Each person prefers a unique type of vacation: `mountain`, `cruise`, `beach`, `city`
 - Each person lives in a unique style of house: `craftsman`, `ranch`, `victorian`, `colonial`
 - The mothers' names in different houses are unique: `Kailyn`, `Holly`, `Aniya`, `Janelle`
 - They all have a unique favorite flower: `daffodils`, `roses`, `lilies`, `carnations`
 - Each person has a favorite color: `green`, `white`, `yellow`, `red`

## Clues:
1. Alice is directly left of the person whose favorite color is red.
2. The person who loves a bouquet of daffodils is The person whose mother's name is Janelle.
3. Eric is not in the first house.
4. The person who loves the boquet of lilies is directly left of the person living in a colonial-style house.
5. The person residing in a Victorian house is in the second house.
6. The person who loves the rose bouquet is the person who loves yellow.
7. The person whose mother's name is Aniya is the person who loves yellow.
8. The person who enjoys mountain retreats is in the first house.
9. The person who likes going on cruises is the person whose favorite color is red.
10. The person who loves yellow is in the second house.
11. The person who loves white is the person who prefers city breaks.
12. The person whose mother's name is Holly is not in the fourth house.
13. The person whose favorite color is red is directly left of Peter.
14. The person who loves a bouquet of daffodils is the person in a ranch-style home.
","What is Flower of the person who lives in House 4?","['lilies','daffodils','carnations','roses']","carnations","2024-07-03T21:21:31.331506"
"lgp-test-2x2-33#mc-1","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Each person has a unique type of pet: `dog`, `cat`

## Clues:
1. Eric is somewhere to the left of Arnold.
2. The person who owns a dog is not in the first house.
","What is Pet of the person who lives in House 1?","['cat','dog']","cat","2024-07-03T21:21:31.299117"
"lgp-test-6x6-27#mc-34","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Peter`, `Bob`, `Arnold`, `Carol`, `Alice`
 - Everyone has a favorite smoothie: `cherry`, `blueberry`, `dragonfruit`, `watermelon`, `lime`, `desert`
 - The people keep unique animals: `bird`, `cat`, `dog`, `rabbit`, `horse`, `fish`
 - The mothers' names in different houses are unique: `Sarah`, `Holly`, `Janelle`, `Aniya`, `Kailyn`, `Penny`
 - They all have a unique favorite flower: `lilies`, `iris`, `carnations`, `tulips`, `roses`, `daffodils`
 - Each person has an occupation: `lawyer`, `doctor`, `teacher`, `engineer`, `artist`, `nurse`

## Clues:
1. The person who loves a bouquet of daffodils is The person whose mother's name is Holly.
2. The person who likes Cherry smoothies is not in the third house.
3. The person who is a nurse is directly left of Peter.
4. The person who is an artist is the person who loves the rose bouquet.
5. The person who drinks Lime smoothies is not in the fifth house.
6. The cat lover is The person whose mother's name is Sarah.
7. Bob is the Desert smoothie lover.
8. The Dragonfruit smoothie lover is in the sixth house.
9. The person who loves the boquet of lilies and The person whose mother's name is Penny are next to each other.
10. Peter is the bird keeper.
11. The person whose mother's name is Kailyn is the person who loves the boquet of iris.
12. Carol is somewhere to the left of the person who likes Cherry smoothies.
13. The person who is a doctor is directly left of The person whose mother's name is Holly.
14. Bob is The person whose mother's name is Janelle.
15. Arnold is in the third house.
16. Alice is the person who is an engineer.
17. The Dragonfruit smoothie lover is the person who is an artist.
18. The dog owner is directly left of the person who is a teacher.
19. The person who keeps horses is The person whose mother's name is Aniya.
20. The person who loves the boquet of lilies is directly left of the person who loves a carnations arrangement.
21. There is one house between the Desert smoothie lover and the person who loves a carnations arrangement.
22. The person who drinks Lime smoothies is somewhere to the right of The person whose mother's name is Aniya.
23. The person whose mother's name is Kailyn is directly left of the fish enthusiast.
24. The Watermelon smoothie lover is the rabbit owner.
","What is Flower of the person who lives in House 6?","['lilies','daffodils','iris','roses','carnations','tulips']","roses","2024-07-03T21:21:31.391872"
"lgp-test-6x5-6#mc-4","There are 6 houses, numbered 1 to 6 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Carol`, `Peter`, `Bob`, `Eric`, `Arnold`, `Alice`
 - Each person has a unique birthday month: `jan`, `may`, `mar`, `feb`, `april`, `sept`
 - Each person has a unique type of pet: `rabbit`, `bird`, `cat`, `dog`, `fish`, `hamster`
 - People have unique favorite music genres: `hip hop`, `rock`, `pop`, `country`, `classical`, `jazz`
 - People have unique favorite book genres: `fantasy`, `romance`, `historical fiction`, `mystery`, `biography`, `science fiction`

## Clues:
1. The person with an aquarium of fish is not in the first house.
2. The person who loves country music is the person whose birthday is in February.
3. Arnold is directly left of the person whose birthday is in May.
4. There are two houses between the person who loves science fiction books and Alice.
5. The person who loves biography books is Eric.
6. The person with a pet hamster is Arnold.
7. The person who loves biography books is the person whose birthday is in May.
8. The person who loves pop music is the person who loves fantasy books.
9. The person who loves historical fiction books is the person whose birthday is in February.
10. The person who has a cat is the person whose birthday is in January.
11. Bob is in the sixth house.
12. The person who loves hip-hop music is the person whose birthday is in January.
13. The person who loves pop music is directly left of the person who loves jazz music.
14. The person who loves classical music is not in the third house.
15. The person whose birthday is in March is somewhere to the left of Carol.
16. Alice is the person whose birthday is in September.
17. The person with an aquarium of fish is the person who loves country music.
18. The person who owns a dog is not in the fifth house.
19. The person who loves pop music is in the fifth house.
20. Bob is the person who loves mystery books.
21. The person who keeps a pet bird is the person whose birthday is in April.
","What is BookGenre of the person who lives in House 1?","['romance','science fiction','mystery','biography','fantasy','historical fiction']","romance","2024-07-03T21:21:31.376895"
"lgp-test-3x6-4#mc-17","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Arnold`, `Peter`, `Eric`
 - People have unique favorite sports: `soccer`, `tennis`, `basketball`
 - Each person has a unique birthday month: `april`, `sept`, `jan`
 - Each person prefers a unique type of vacation: `city`, `beach`, `mountain`
 - People have unique heights: `average`, `short`, `very short`
 - They all have a unique favorite flower: `lilies`, `carnations`, `daffodils`

## Clues:
1. The person who is very short is the person who prefers city breaks.
2. The person whose birthday is in January is Peter.
3. The person whose birthday is in January is directly left of the person who loves a carnations arrangement.
4. The person who loves beach vacations is somewhere to the right of the person who loves a bouquet of daffodils.
5. Eric is the person who loves basketball.
6. The person who is short is the person whose birthday is in April.
7. The person who enjoys mountain retreats is the person who loves a carnations arrangement.
8. Eric is the person who is short.
9. The person who loves tennis is the person who loves a carnations arrangement.
","What is Flower of the person who lives in House 3?","['lilies','daffodils','carnations']","lilies","2024-07-03T21:21:31.315098"
"lgp-test-3x6-23#mc-13","There are 3 houses, numbered 1 to 3 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`
 - Each person has a unique level of education: `associate`, `bachelor`, `high school`
 - People have unique heights: `short`, `very short`, `average`
 - Each person has a unique hobby: `cooking`, `gardening`, `photography`
 - People have unique favorite book genres: `romance`, `mystery`, `science fiction`
 - Everyone has a favorite smoothie: `cherry`, `desert`, `watermelon`

## Clues:
1. The Watermelon smoothie lover is the person who is very short.
2. The person who likes Cherry smoothies is the person who loves romance books.
3. The Desert smoothie lover is the person who enjoys gardening.
4. The Watermelon smoothie lover is somewhere to the right of the person with a high school diploma.
5. The person with an associate's degree is directly left of the person with a high school diploma.
6. The photography enthusiast is the person with an associate's degree.
7. The person who likes Cherry smoothies is Arnold.
8. The person who loves science fiction books is somewhere to the right of the person who enjoys gardening.
9. The person who is short is not in the first house.
10. The Watermelon smoothie lover is somewhere to the right of Eric.
","What is Education of the person who lives in House 3?","['associate','bachelor','high school']","bachelor","2024-07-03T21:21:31.316930"
"lgp-test-4x4-13#mc-14","There are 4 houses, numbered 1 to 4 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Peter`, `Arnold`, `Eric`
 - Everyone has a unique favorite cigar: `prince`, `dunhill`, `blue master`, `pall mall`
 - People have unique favorite sports: `swimming`, `basketball`, `soccer`, `tennis`
 - Each person has a unique favorite drink: `coffee`, `water`, `milk`, `tea`

## Clues:
1. Peter is in the fourth house.
2. The tea drinker is the person who loves basketball.
3. Arnold is the person who smokes Blue Master.
4. The person who loves basketball is Eric.
5. The person who loves tennis is the person who smokes Blue Master.
6. There are two houses between the one who only drinks water and Peter.
7. The coffee drinker is Arnold.
8. The person who loves basketball is in the third house.
9. The Prince smoker is the person who loves soccer.
10. Peter is the person partial to Pall Mall.
","What is FavoriteSport of the person who lives in House 4?","['swimming','tennis','soccer','basketball']","swimming","2024-07-03T21:21:31.323627"
"lgp-test-5x5-24#mc-22","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Bob`, `Peter`, `Arnold`, `Alice`, `Eric`
 - Everyone has a unique favorite cigar: `blue master`, `dunhill`, `prince`, `blends`, `pall mall`
 - People have unique favorite music genres: `rock`, `classical`, `hip hop`, `pop`, `jazz`
 - Each person has a unique birthday month: `feb`, `april`, `sept`, `jan`, `mar`
 - People have unique favorite book genres: `romance`, `science fiction`, `mystery`, `biography`, `fantasy`

## Clues:
1. The person who loves pop music is the person who loves romance books.
2. The person who loves fantasy books is in the second house.
3. The person who smokes Blue Master is the person who loves science fiction books.
4. The person who loves hip-hop music is the person whose birthday is in September.
5. The person who loves biography books is Arnold.
6. Alice is the person who loves science fiction books.
7. The person who loves jazz music is somewhere to the left of Eric.
8. The person who smokes Blue Master is the person whose birthday is in April.
9. The person who smokes many unique blends is not in the third house.
10. The Dunhill smoker is the person whose birthday is in February.
11. The person who loves science fiction books is in the fifth house.
12. The person who loves classical music is Bob.
13. The person who loves pop music is Eric.
14. The person who loves mystery books is the person partial to Pall Mall.
15. Peter is the person whose birthday is in February.
16. The person whose birthday is in March is the person who smokes many unique blends.
17. The person who loves classical music is not in the first house.
","What is MusicGenre of the person who lives in House 5?","['classical','rock','jazz','hip hop','pop']","rock","2024-07-03T21:21:31.351846"
"lgp-test-5x3-2#mc-2","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Alice`, `Arnold`, `Bob`, `Eric`
 - Each person has a unique hobby: `photography`, `cooking`, `knitting`, `gardening`, `painting`
 - Each person has a unique favorite drink: `root beer`, `milk`, `water`, `coffee`, `tea`

## Clues:
1. Eric is the coffee drinker.
2. The tea drinker is the person who paints as a hobby.
3. The person who enjoys knitting is not in the fourth house.
4. Peter is not in the fourth house.
5. Eric is somewhere to the right of the root beer lover.
6. Arnold is the person who loves cooking.
7. The one who only drinks water is somewhere to the right of the person who enjoys gardening.
8. There is one house between Bob and the person who paints as a hobby.
9. The person who enjoys gardening is directly left of the root beer lover.
10. The photography enthusiast is the one who only drinks water.
","What is Drink of the person who lives in House 1?","['root beer','coffee','tea','milk','water']","milk","2024-07-03T21:21:31.339925"
"lgp-test-2x5-28#mc-1","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - People own unique car models: `tesla model 3`, `ford f150`
 - The people keep unique animals: `cat`, `horse`
 - People have unique favorite sports: `soccer`, `basketball`
 - Everyone has something unique for lunch: `grilled cheese`, `pizza`

## Clues:
1. The person who keeps horses is in the second house.
2. The person who loves basketball is somewhere to the left of the person who loves eating grilled cheese.
3. Arnold is directly left of the person who owns a Ford F-150.
","What is CarModel of the person who lives in House 1?","['ford f150','tesla model 3']","tesla model 3","2024-07-03T21:21:31.303422"
"lgp-test-5x5-11#mc-17","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Peter`, `Arnold`, `Eric`, `Bob`, `Alice`
 - People have unique heights: `average`, `very tall`, `very short`, `short`, `tall`
 - Everyone has a unique favorite cigar: `prince`, `dunhill`, `blends`, `pall mall`, `blue master`
 - Everyone has a favorite smoothie: `lime`, `cherry`, `dragonfruit`, `watermelon`, `desert`
 - People use unique phone models: `oneplus 9`, `samsung galaxy s21`, `iphone 13`, `huawei p50`, `google pixel 6`

## Clues:
1. The Prince smoker is the Desert smoothie lover.
2. There is one house between Eric and Alice.
3. The person who is short is the person who smokes many unique blends.
4. The person who uses an iPhone 13 is directly left of the person who smokes Blue Master.
5. The person who has an average height is the Dunhill smoker.
6. Eric is the person who is very tall.
7. Arnold is directly left of the person who uses a Huawei P50.
8. Bob is not in the fourth house.
9. Eric is directly left of the person who likes Cherry smoothies.
10. Bob is the Dunhill smoker.
11. The Dragonfruit smoothie lover is Bob.
12. The person who uses an iPhone 13 and the person who uses a OnePlus 9 are next to each other.
13. The person who uses a Samsung Galaxy S21 is the person who is short.
14. There are two houses between the person who is very tall and the Dragonfruit smoothie lover.
15. The person who uses an iPhone 13 is Eric.
16. The Desert smoothie lover is somewhere to the left of the person who drinks Lime smoothies.
17. Arnold and the person who is very short are next to each other.
","What is Cigar of the person who lives in House 4?","['blue master','pall mall','dunhill','blends','prince']","pall mall","2024-07-03T21:21:31.349713"
"lgp-test-2x4-37#mc-6","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - Each person has a unique hobby: `gardening`, `photography`
 - Each person has a unique type of pet: `cat`, `dog`
 - Each person has an occupation: `doctor`, `engineer`

## Clues:
1. The person who enjoys gardening is in the second house.
2. The photography enthusiast is the person who is an engineer.
3. The person who is a doctor is Eric.
4. The person who has a cat is in the first house.
","What is Pet of the person who lives in House 2?","['cat','dog']","dog","2024-07-03T21:21:31.301913"
"lgp-test-2x4-17#mc-1","There are 2 houses, numbered 1 to 2 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Eric`, `Arnold`
 - The people keep unique animals: `horse`, `cat`
 - Everyone has a unique favorite cigar: `prince`, `pall mall`
 - The people are of nationalities: `dane`, `brit`

## Clues:
1. Arnold is the cat lover.
2. The Dane is somewhere to the right of the Prince smoker.
3. Eric is the British person.
","What is Animal of the person who lives in House 1?","['cat','horse']","horse","2024-07-03T21:21:31.301100"
"lgp-test-5x5-7#mc-11","There are 5 houses, numbered 1 to 5 from left to right, as seen from across the street. Each house is occupied by a different person. Each house has a unique attribute for each of the following characteristics:
 - Each person has a unique name: `Alice`, `Eric`, `Arnold`, `Bob`, `Peter`
 - They all have a unique favorite flower: `lilies`, `roses`, `carnations`, `tulips`, `daffodils`
 - Each person has a unique birthday month: `sept`, `april`, `feb`, `mar`, `jan`
 - Everyone has something unique for lunch: `pizza`, `grilled cheese`, `spaghetti`, `stir fry`, `stew`
 - Each person lives in a unique style of house: `colonial`, `craftsman`, `victorian`, `ranch`, `modern`

## Clues:
1. The person whose birthday is in September is the person who loves the spaghetti eater.
2. The person whose birthday is in February is Alice.
3. The person in a Craftsman-style house is Eric.
4. The person who loves the stew is the person in a modern-style house.
5. The person who loves the vase of tulips is somewhere to the left of the person who is a pizza lover.
6. The person who loves the stew is in the fourth house.
7. The person whose birthday is in March is in the third house.
8. The person whose birthday is in September is in the first house.
9. The person who loves the boquet of lilies is the person whose birthday is in February.
10. The person residing in a Victorian house is directly left of the person who is a pizza lover.
11. The person whose birthday is in January is the person who loves a carnations arrangement.
12. The person who loves eating grilled cheese is directly left of the person who loves the stew.
13. The person living in a colonial-style house is the person whose birthday is in March.
14. The person who is a pizza lover is somewhere to the left of Arnold.
15. There is one house between the person who loves the rose bouquet and the person whose birthday is in April.
16. The person in a modern-style house is Peter.
","What is Flower of the person who lives in House 3?","['tulips','lilies','carnations','daffodils','roses']","roses","2024-07-03T21:21:31.349036"
